# curve 5 (die wall), step =      200, time =   1.60000000E+02
# N1 = tau_xx - tau_yy = G ( c_xx - c_yy ),  G =  1.3571E-01  (polymer part only)
#              x               y        pressure            c_xy        gammadot            c_xx            c_yy              N1
 -3.00000000E+00  1.00000000E+00  3.23437119E+00 -2.80187134E+00  4.00481321E-01  1.67160015E+01  9.99398841E-01  2.13296751E+00
 -2.95108291E+00  1.00000000E+00  3.19450290E+00 -2.80292536E+00  4.00850494E-01  1.67316301E+01  9.99218860E-01  2.13511296E+00
 -2.90216582E+00  1.00000000E+00  3.15463460E+00 -2.80397983E+00  4.01066433E-01  1.67472739E+01  9.99038898E-01  2.13726046E+00
 -2.85324873E+00  1.00000000E+00  3.11567834E+00 -2.80421805E+00  4.00787842E-01  1.67376615E+01  9.99512719E-01  2.13589162E+00
 -2.80433164E+00  1.00000000E+00  3.07672208E+00 -2.80445596E+00  4.00525437E-01  1.67280555E+01  9.99986668E-01  2.13452363E+00
 -2.75541455E+00  1.00000000E+00  3.03729549E+00 -2.80308142E+00  4.00898045E-01  1.67318499E+01  9.99329272E-01  2.13512780E+00
 -2.70649746E+00  1.00000000E+00  2.99786890E+00 -2.80170672E+00  4.01069559E-01  1.67356463E+01  9.98672227E-01  2.13573219E+00
 -2.65758037E+00  1.00000000E+00  2.95907485E+00 -2.80565164E+00  4.01111956E-01  1.67423856E+01  9.99835296E-01  2.13648898E+00
 -2.60866328E+00  1.00000000E+00  2.92028080E+00 -2.80959924E+00  4.00986031E-01  1.67491303E+01  1.00099998E+00  2.13724625E+00
 -2.55974619E+00  1.00000000E+00  2.88144409E+00 -2.80910012E+00  4.00737624E-01  1.67560573E+01  1.00070624E+00  2.13822621E+00
 -2.51082911E+00  1.00000000E+00  2.84260739E+00 -2.80860048E+00  4.00924011E-01  1.67629880E+01  1.00041254E+00  2.13920667E+00
 -2.46191202E+00  1.00000000E+00  2.80269694E+00 -2.80812134E+00  4.00806077E-01  1.67571938E+01  1.00041413E+00  2.13842011E+00
 -2.41299493E+00  1.00000000E+00  2.76278650E+00 -2.80764228E+00  4.00634280E-01  1.67514018E+01  1.00041571E+00  2.13763382E+00
 -2.36407784E+00  1.00000000E+00  2.72406910E+00 -2.80705658E+00  4.00463551E-01  1.67506267E+01  1.00033902E+00  2.13753904E+00
 -2.31516075E+00  1.00000000E+00  2.68535169E+00 -2.80647088E+00  4.00407107E-01  1.67498518E+01  1.00026238E+00  2.13744427E+00
 -2.26624366E+00  1.00000000E+00  2.64582090E+00 -2.80613898E+00  4.00410456E-01  1.67546263E+01  9.99985380E-01  2.13812984E+00
 -2.21732657E+00  1.00000000E+00  2.60629012E+00 -2.80580691E+00  4.00545317E-01  1.67594026E+01  9.99708419E-01  2.13881563E+00
 -2.16840948E+00  1.00000000E+00  2.56676170E+00 -2.80785426E+00  4.00618391E-01  1.67569779E+01  1.00039415E+00  2.13839351E+00
 -2.11949239E+00  1.00000000E+00  2.52723329E+00 -2.80990131E+00  4.00501451E-01  1.67545554E+01  1.00108039E+00  2.13797161E+00
 -2.07057530E+00  1.00000000E+00  2.48848048E+00 -2.80957073E+00  4.00408694E-01  1.67627397E+01  1.00087314E+00  2.13911047E+00
 -2.02165821E+00  1.00000000E+00  2.44972767E+00 -2.80923950E+00  4.00344579E-01  1.67709289E+01  1.00066590E+00  2.14024998E+00
